Name,Price (new),Price (old),Price (original),Description,Sold,Discount,Discount Rate,Rating,Review Count,Author,Công ty phát hành,Ngày xuất bản,Loại bìa,Phương thức giao hàng Seller Delivery,Nhà xuất bản,Phiên bản sách,Kích thước,Dịch Giả,Số trang,Thương hiệu,Xuất xứ thương hiệu,Xuất xứ (Made in),Chất liệu,Sản phẩm có được bảo hành không?,Bookcare,Ngôn ngữ
Đồi Gió Hú (Tái Bản),83953,120000,120000,"Đồi Gió Hú (Tái Bản)Đồi gió hú, câu chuyện cổ điển về tình yêu ngang trái và tham vọng chiếm hữu, cuốn tiểu thuyết dữ dội và bí ẩn về Catherine Earnshaw, cô con gái nổi loạn của gia đình Earnshaw, vớ...",4881,36047,30,4.8,629,Emily Bronte,Nhã Nam,2016-10-30 00:00:00,Bìa mềm,,Nhà Xuất Bản Văn Học,Phiên bản thường,13 x 20.5 cm,Dương Tường,492,,,,,,,
Ứng Dụng AI Trong Công Việc,162200,239000,239000,"Cuốn sách này là một “giáo trình” hướng dẫn ứng dụng công cụ AI dành riêng cho người làm việc trong môi trường công sở. Với 38 công cụ AI được lựa chọn kỹ lưỡng và trình bày rõ ràng trong 10 chương, c...",13,76800,32,0.0,0,Weilan Wenhua,1980 Books,,Bìa mềm,,Nhà Xuất Bản Công Thương,,"13 x 20,5cm",Diệp Ngôn,476,,,,,,Có,
Sách Hướng Dẫn Kê Khai Thuế Cho Kế Toán Và Nhà Bán Hàng,149000,149000,149000, Nội dung chính:Phần 1: Hộ kinh doanh và cá nhân kinh doanhTổng quan về chính sách thuế áp dụng cho hộ và cá nhân kinh doanh theo các văn bản pháp luật hiện hành.Hướng dẫn đăng ký mã số thuế v...,34,0,0,0.0,0,N/A,CÔNG TY TNHH WE UP,2025-05-23 17:24:54,Bìa mềm,,nxb thanh nien,,,,175,,,,,,,
Bí Mật Của Nước,63200,63200,63200,"Cuốn sách ""Bí mật của nước"" nằm trong danh mục sách bán chạy do tạp chí New York Times bình chọn, được dịch ra 24 thứ tiếng và bán được hơn 1 triệu bản trên toàn thế giới.Sự tồn tại của nước ...",2676,0,0,4.8,293,Masura Emoto,Thái Hà,2021-02-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Lao Động,Phiên bản thường,13 x 19 cm,Thanh Huyền,200,,,,,,,
Cửa Tiệm Chỉ Mở Vào Ngày Mưa,97820,146000,146000,"“Bạn có sẵn sàng bán đi những bất hạnh của mình?”“Đổi lại, chúng tôi sẽ trao cho quý khách cơ hội để đổi lấy một niềm hạnh phúc khác trong số những niềm hạnh phúc được bảo quản tại cửa tiệm.”Chào mừ...",25,48180,33,5.0,1,You Yeong-gwang,Bookland,2025-03-12 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,,14.5 x 20.5 cm,,312,,,,,,,
Shadows House Tập 14 [Tặng Kèm Ivory Card],40500,45000,45000,"Trận “quyết chiến” bắt đầu, đám trẻ con hồi hộp dõi theo. Thông qua cái biến cố mà khó tránh khỏi thương tích ấy, câu hỏi ý nghĩa về sự tồn tại của “người đeo sao” đã được đặt ra. Trong khi tác dụng t...",11,4500,10,0.0,0,Somato,Nhà Xuất Bản Kim Đồng,,Bìa mềm,,Nhà Xuất Bản Kim Đồng,,13x18 cm,,192,,,,,,,
Hôm nay tôi lại bị ép sống lại (Tập 1),126000,175000,175000,"Ngay từ nhỏ, Cố Nhung đã được người ta bói rằng mệnh của cậu quá cứng, phải lấy một cái tên nữ tính chút, bằng không sẽ chết sớm. Cố Nhung không tin, đi sửa lại tên họ của mình.Từ giây phút đó, cuộc ...",24,49000,28,4.0,2,A Từ Cô Nương,Daisy.horror,2025-03-12 00:00:00,Bìa mềm,,Nhà Xuất Bản Hà Nội,,"14,5x20,5 cm",,432,,,,,,,
Dấu Ấn Hoàng Gia Tập 19,27000,30000,30000,"""Tương truyền, khi chòm sao Sopdet xuất hiện ở Ai Cập ta, một thiếu nữ hoàng kim tỏa hào quang rực rỡ sẽ hiện thân bên bờ sông Nile... Nàng là con gái nữ thần sông Nile Hapi. Với dung mạo kiều diễm tự...",82,3000,10,5.0,5,Nhiều tác giả,Nhà Xuất Bản Kim Đồng,,Bìa mềm,,Nhà Xuất Bản Kim Đồng,,13 x 18 cm,,208,,,,,,,
Bí Ẩn Thảm Án Ở Styles (Agatha Christie) (NXB Trẻ),96000,122000,122000,"Tác giả: Agatha ChristieDịch giả: Như ĐamKhổ sách: 13x20cmSố trang: 296Trọng lượng: 260gGiá bán: 122,000 VNĐISBN: 978-604-1-26780-0 | Barcode: 8934974208082NXB TrẻNPH: NXB TrẻIn lần thứ 1 năm...",169,26000,21,5.0,9,  Agatha Christie,NXB Trẻ,,Bìa mềm,,NXB Trẻ,,,,296,,,,,,,
Mã nguồn: Khởi đầu của tôi - Bill Gates,180000,225000,225000,"Những thành tựu vang dội trong kinh doanh của Bill Gates đã trở thành huyền thoại: chàng thanh niên 20 tuổi bỏ học Harvard để khởi nghiệp một công ty phần mềm, từ đó tạo nên đế chế công nghệ khổng lồ,...",323,45000,20,5.0,21,Bill Gates,NXB Trẻ,2025-02-05 00:00:00,Bìa mềm,,NXB Trẻ,,15.5x23,,392,,,,,,Có,
50 câu hỏi về nhân sinh quan,117000,180000,180000,"50 CÂU HỎI VỀ NHÂN SINH QUANTrong dòng chảy không ngừng của cuộc sống, mỗi người đều ít nhất một lần đối diện với những câu hỏi lớn về ý nghĩa của sự tồn tại, về cách ứng xử trong xã hội, hay sự hòa ...",32,63000,35,5.0,1,Hoàng Mạnh Hải,Saigon Books,2024-03-12 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,,13 cm × 20.5 cm,,344,,,,,,,
Văn học kinh điển. Suy đồi và sụp đổ,160000,160000,160000,"Paul Pennyfeather, một sinh viên ngành thần học khiêm tốn và giản dị, bất ngờ bị đuổi khỏi Oxford vì vướng vào một trò quậy phá trong lúc say xỉn của Câu lạc bộ Bollinger. Tội lỗi của anh là vi phạm q...",107,0,0,5.0,5,W. Somerset Maugham,NXB Trẻ,2024-08-19 00:00:00,Bìa mềm,,NXB Trẻ,,13 x 20cm,,392,,,,,,,
Phạm Xuân Ẩn - Tên Người Như Cuộc Đời,98400,120000,120000,Giới thiệu sách Phạm Xuân Ẩn - Tên Người Như Cuộc Đời...,1,21600,18,0.0,0,Nguyễn Thị Ngọc Hải,Nhà xuất bản Tổng hợp TP.HCM ,2023-12-31 14:46:18,Bìa mềm,,Nhà Xuất Bản Tổng hợp TP.HCM,,,,320,,,,,,,
Xoắn ốc vô hình,114800,140000,140000,"CÂU CHUYỆN HÉ LỘ BÍ MẬT CỦA VỊ ""THÁM TỬ GALILEO"" YUKAWA MANABU!Xác của Uetsuji Ryota, một kẻ vô công rồi nghề được tìm thấy ngoài khơi Minamiboso. Shimauchi Sonoka, cô người yêu sống cùng Uetsuji đã ...",0,25200,18,0.0,0,Higashino Keigo,Nhã Nam,2023-11-15 00:00:00,Bìa mềm,,Nhà Xuất Bản Hà Nội,,14x20.5cm,Mai Khanh,308,,,,,,,
Trốn Lên Mái Nhà Để Khóc - Tặng Kèm Bookmark,74100,95000,95000,"    Trốn Lên Mái Nhà Để Khóc   Những cơn gió heo may len lỏi vào từng góc phố nhỏ, mùa thu về gợi nhớ bao yêu thương đong đầy, bao xúc cảm dịu dàng của ký ức. Đó là nỗi nhớ đau đáu những hương vị ...",178,20900,22,4.8,13,Lam,Skybooks,,,Nhà bán giao hàng cho khách hàng,NXB Dân Trí,,,,,,,,,,,
Cơn lốc quản trị - Ba trụ cột của văn hóa doanh nghiệp,109000,140000,140000,"Doanh nghiệp nào cũng có lúc gặp phải những vấn đề không nhất thiết mang tính kỹ thuật, như sự thiếu vắng động lực, hoặc tinh thần tương tác và làm việc nhóm thấp, thậm chí là mâu thuẫn giữa các thành...",1807,31000,22,5.0,89,Phan Văn Trường,NXB Trẻ,2023-08-15 00:00:00,Bìa mềm,,NXB Trẻ,Phiên bản thường,15.5 x 23 cm,,248,,,,,,,
Hai số phận (bìa mềm),140000,195000,195000,"Hai số phận” không chỉ đơn thuần là một cuốn tiểu thuyết, đây có thể xem là ""thánh kinh"" cho những người đọc và suy ngẫm, những ai không dễ dãi, không chấp nhận lối mòn.“Hai số phận” làm rung động mọ...",1844,55000,28,5.0,175,Jeffrey Archer,Huy Hoàng Bookstore,2023-03-14 00:00:00,Bìa mềm,,Nhà Xuất Bản Văn Học,Phiên bản thường,13.5 x 20.5 cm,Nguyễn Việt Hải,768,,,,,,,
Sao Ta Làm Điều Ta Làm,114240,168000,168000,"“SAO TA LÀM ĐIỀU TA LÀM”Thấu hiểu động lực; Giải mã hành vi; Làm chủ cuộc đời – Quyển sách chứa đựng hy vọng, cho biết những gì chúng ta có thể làm với chính mìnhLiệu rằng, mọi quyết định mà bạn đưa...",397,53760,32,5.0,17,Edward L.Deci,First News - Trí Việt,2023-01-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,Phiên bản thường,"14,5 x 20.5 cm",Huỳnh Hiếu Thuận,320,,,,,,,
Thọ mai gia lễ (phong tục dân gian về tục cưới hỏi ma chay của người Việt Nam),34650,55000,55000,"Là một cuốn sách tập hợp các tập tục tang lễ, mà tác giả là cư sĩ Hồ Sĩ Tân (1690-1760), sống ở làng Hoàng Hậu, huyện Quỳnh Lưu, tỉnh Nghệ An đã ghi chép lại. Cũng có người cho rằng, sách viết theo lờ...",159,20350,37,4.7,12,Đức Thành,Nhà sách Minh Thắng,,Bìa mềm,,Nhà Xuất Bản Hồng Đức,Phiên bản thường,14.5 x 20.5 cm,,184,,,,,,,
Chữa Lành Những Sang Chấn Tuổi Thơ,143000,220000,220000,CHỮA LÀNH NHỮNG SANG CHẤN TUỔI THƠHiểu để phục hồi và chữa lànhHàng triệu đứa trẻ phải nếm trải sự ngược đãi và bị bỏ rơiMỗi năm trên thế giới có hơn 130 triệu đứa trẻ được sinh ra. Mỗi em lại đến ...,1152,77000,35,4.8,72,Bruce D. Perry,Saigon Books,2022-10-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,Phiên bản thường,15.5 x 23.5 cm,Trịnh Ngọc Minh,344,,,,,,,
Combo Sách Giáo Trình Chuẩn HSK 1 - Sách Bài Học Và Bài Tập (Bộ 2 Cuốn),274100,356000,356000,"Combo Sách Giáo Trình Chuẩn HSK 1 - Sách Bài Học Và Bài Tập (Bộ 2 Cuốn) (Tái bản 2023)1. Giáo Trình Chuẩn HSK 1 - Sách Bài TậpĐược chia thành 6 cấp độ với tổng cộng 18 cuốn,Giáo trình chuẩn HSKcó...",1255,81900,23,5.0,81,Khương Lệ Bình,Cty Nhân Trí Việt,,,Nhà bán giao hàng cho khách hàng,Nhà Xuất Bản Tổng hợp TP.HCM,,,,,,,,,,,
Hai Vạn Dặm Dưới Đáy Biển,74700,102000,102000,"Jules Gabriel Verne (1828 - 1905), là nhà văn Pháp nổi tiếng, được coi là một trong những người “Cha đẻ” của thể loại NXB Văn Học Khoa học viễn tưởng. Ở Jules Verne, nhà văn và nhà bác học chỉ là một....",384,27300,27,5.0,22,Jules Verne,Minh Long,2022-08-08 00:00:00,Bìa mềm,,Nhà Xuất Bản Văn Học,Phiên bản thường,12.5x20.5x2.5 cm,Cuốn,412,,,,,,,
Những bức di thư Thành cổ,99100,130000,130000,"Nhận thấy tình hình chiến trường đang có những bước chuyển vô cùng thuận lợi, Bộ Chính trị, Quân ủy Trung ương quyết định mở cuộc tấn công chiến lược trên toàn miền Nam trong năm 1972. Chiến trường Tr...",176,30900,24,5.0,22,Lê Bá Dương,NXB Trẻ,2022-08-01 00:00:00,Bìa mềm,,NXB Trẻ,,15.5 x 20 cm,,120,,,,,,,
Công Dân Toàn Cầu - Công Dân Vũ Trụ,73000,90000,90000,"Những ""công dân toàn cầu"" mang những nét đặc trưng nào? Họ có sinh hoạt, làm việc, và hành xử theo các chuẩn mực khác biệt của riêng một cộng đồng mang đẳng cấp cao? Liệu có những hình mẫu nào để chún...",873,17000,19,5.0,60,Phan Văn Trường,NXB Trẻ,2022-06-06 00:00:00,Bìa mềm,,NXB Trẻ,Phiên bản thường,15.5 x 23 cm,,192,,,,,,,
Câu Hỏi Là Câu Trả Lời (Tái Bản),42160,62000,62000,Làm sao để thuyết phục được khách hàng bỏ tiền ra mua sản phẩm của mình. Một câu hỏi không đơn giản. Và là câu hỏi xuyên suốt trong cuộc đời bất cứ người bán hàng nào. Bán được hàng - một mục tiêu vô ...,757,19840,32,5.0,56,Allan Pease,First News - Trí Việt,2022-02-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,,14.5 x 20.5 cm,Phương Võ,119,,,,,,,
Không Ai Có Thể Làm Bạn Tổn Thương Trừ Khi Bạn Cho Phép (Tặng Kèm 1 Bộ Bookmark Gồm 4 Cái),79730,119000,119000,"KHÔNG AI CÓ THỂ LÀM BẠN TỔN THƯƠNG TRỪ KHI BẠN CHO PHÉP – YOO EUN JUNGChúng ta vẫn thường nghĩ mình sẽ chỉ hạnh phúc khi ở bên cạnh ai đó và nhận được yêu thương từ họ. Nhưng thực chất, hạnh phúc đơn...",12587,39270,33,5.0,1773,Yoo Eun Jung,Mood to Read,2021-09-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Dân Trí,Phiên bản thường,14.5 x 20.5 cm,Sun Tzô,304,,,,,,,
"Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản)",119930,179000,179000,"NẾU MỘT NGÀY ANH THẤY TÔI ĐIÊN, THỰC RA CHÍNH LÀ ANH ĐIÊN ĐẤY!Hỡi những con người đang oằn mình trong cuộc sống, bạn biết gì về thế giới của mình? Là vô vàn thứ lý thuyết được các bậc vĩ nhân kiểm ch...",26767,59070,33,4.8,5481,Cao Minh,Vibooks,2021-06-01 00:00:00,Bìa mềm,,Nhà Xuất Bản Thế Giới,Phiên bản thường,16 x 24 cm,Thu Hương,424,,,,,,,
Kẻ Khôn Đi Lối Khác - The Third Door (Tái bản 2021),133000,189000,189000,Kẻ Khôn Đi Lối Khác Lối đi của những người thành công nhờ tư duy phá cách và sự tinh quái#1 INTERNATIONAL BESTSELLER FORBES #1 CAREER BOOK TO READ IN 2018Cuộc hành trình ấn tượng của một cậu sinh ...,622,56000,30,4.8,45,Alex Banayan,Alphabooks,2021-05-14 15:02:46,Bìa mềm,,Nhà Xuất Bản Thanh Niên,Phiên bản thường,23 x 15 x 1.8 cm,Trần Thanh Hương,364,,,,,,,
Từ Tốt Đến Vĩ Đại (Tái bản 2021),102000,130000,130000,"Jim Collins cùng nhóm nghiên cứu đã miệt mài nghiên cứu những công ty có bước nhảy vọt và bền vững để rút ra những kết luận sát sườn, những yếu tố cần kíp để đưa công ty từ tốt đến vĩ đại. Đó là những...",11372,28000,22,5.0,1276,N/A,NXB Trẻ,2021-03-13 16:01:37,Bìa mềm,,NXB Trẻ,Phiên bản thường,14.5 x 20.5  x 2 cm, Trần Thị Ngân Tuyến,484,,,,,,,
Range - Hiểu Sâu Biết Rộng Kiểu Gì Cũng Thắng,131000,179000,179000,"Trong cuốn sách Hiểu sâu, Biết rộng – Kiểu gì cũng thắng , tác giả David Epstein cung cấp cho bạn đọc các câu chuyện thành công của nhiều nhân vật xuất sắc thế giới, bao trùm rộng khắp các lĩnh vực mà...",1977,48000,27,4.8,296,David Epstein,Alpha Books,2021-02-02 09:45:07,Bìa mềm,,Nhà Xuất Bản Lao Động Xã Hội,Phiên bản thường,23 x 15 x 2 cm,Tôn Thất Kỳ Văn,412,,,,,,,
5 Ngôn Ngữ Yêu Thương - The Five Love Languages (Tái Bản),87040,128000,128000,Năm Ngôn ngữ Tình yêu là cuốn sách được biên dịch từ tác phẩm nổi tiếng The Five Love Languages của chuyên gia tâm lý – Tiến sĩ Gary Chapman - cuốn sách luôn nằm trong danh sách những cuốn sách bán ch...,3387,40960,32,5.0,345,Gary Chapman,First News - Trí Việt,2021-01-12 00:00:00,Bìa gập,,Nhà Xuất Bản Tổng hợp TP.HCM,Phiên bản thường,14.5 x 20.5 cm,Yên Du,224,,,,,,,
Năm Chú Heo Con,105000,115000,115000,"Giới thiệu tóm tắt tác phẩm:Câu chuyện lấy ý tưởng từ một bài đồng dao của trẻ em Anh, với năm nhân vật là nghi phạm trong một vụ án:Chú heo con này đi ra chợChú heo con này ở nhà trôngChú heo con...",519,10000,9,5.0,95,Agatha Christie,NXB Trẻ,2021-01-01 00:00:00,Bìa mềm,,NXB Trẻ,Phiên bản thường,13 x 20 cm,Trương Trung Tín,312,,,,,,,
Làm Chủ - Mastery,170000,200000,200000,Làm Chủ   Cuốn sách này sẽ cho bạn thấy cần làm thế nào để tiếp tục quá trình học hỏi ở một cấp độ cao hơn. Nó sẽ chỉ ra những chiến lược không bao giờ lỗi thời để giải quyết vấn đề một cách sáng tạo...,390,30000,15,5.0,64,Robert Greene,NXB Trẻ,,,Nhà bán giao hàng cho khách hàng,NXB Trẻ,,,,,,,,,,,
Binh Pháp Tôn Tử Trong Kinh Doanh,97900,118000,118000,"Binh Pháp Tôn Tử Trong Kinh Doanh Trong thương trường khốc liệt, các doanh nghiệp nhỏ có xu hướng bị đè bẹp bởi quy mô và nguồn lực khiêm tốn. Tuy nhiên, đã đến lúc chủ các doanh nghiệp nhỏ tìm hiểu c...",66,20100,17,4.6,10,Becky Sheetz Runkle,First News - Trí Việt,2019-10-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,14.5 x 20.5 cm,,280,,,,,,,
Những Truyện Hay Viết Cho Thiếu Nhi - Võ Quảng (Tái Bản 2019),31500,35000,35000,"“Gắn bó với tuổi thơ, Võ Quảng cũng đã dành hết tâm hồn và tài năng cho những thiên đồng thoại nhỏ nhắn và xinh xắn, hồn nhiên và đậm đà sự sống vui, làm gắn bó được nhu cầu ham hiểu biết và hướng về ...",131,3500,10,5.0,12,Võ Quảng,Nhà Xuất Bản Kim Đồng,2019-07-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,14.5 x 20.5 cm,,112,,,,,,,
Dấn Thân (Tái Bản),95200,112000,112000,"Sheryl Sandberg hiện là giám đốc hoạt động của facebook, là nhân vật đứng thứ hai sau tổng giám đốc và người sáng lập facebook. Cô được xem là một phụ nữ quyền lực ở thung lũng silicon. Cô từng giữ ch...",254,16800,15,5.0,50,Sherryl Sandberg,NXB Trẻ,2019-04-01 00:00:00,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,13 x 19 cm,Trần Thị Ngân Tuyến,352,,,,,,,
Bố Con Cá Gai (Tái Bản 2019),84400,96000,96000,"Có những câu chuyện mãi được yêu thương, và nằm trong trái tim bạn đọc suốt năm này qua năm khác… Bố con cá gai là một câu chuyện như thế, trong trái tim độc giả Hàn Quốc, suốt nhiều năm nay. Ở đó có ...",147,11600,12,4.8,28,Cho Chang - In,Nhã Nam,,Bìa mềm,Nhà bán giao hàng cho khách hàng,,,,,340,,,,,,,
Tôi Thấy Hoa Vàng Trên Cỏ Xanh,106000,150000,150000,Tôi Thấy Hoa Vàng Trên Cỏ Xanh (Nguyễn Nhật Ánh) - (Bản in mới - Cuối 2018 đầu 2019)(Phiên bản mới nóng hổi - số lượng cực kỳ có hạn)TIKI KHUYÊN ĐỌCĐÁNH GIÁ TỪ TIKI.VN:Ta bắt gặp trong Tôi Thấy Ho...,7530,44000,29,5.0,875,Nguyễn Nhật Ánh,NXB Trẻ,2018-12-28 00:34:34,Bìa mềm,,NXB Trẻ,Phiên bản thường,13 x 20 cm,,378,,,,,,,
Giáo Trình Hán Ngữ 1 - Tập 1 - Quyển Thượng (Phiên Bản Mới),90480,116000,116000,"Giáo trình Hán ngữ tập 1 phiên bản mới tải app – Cuốn giáo trình Hán ngữ phiên bản mới duy nhất tại Việt Nam“Giáo trình Hán ngữ phiên bản mới tập 1” là cuốn đầu tiên trong bộ, nằm ở trình độ Sơ cấp d...",271,25520,22,5.0,13, Đại Học Ngôn Ngữ Bắc Kinh,MCBOOKS,,Bìa mềm,,Nhà Xuất Bản Hồng Đức,,19 x 27 cm,,179,,,,,,,
Hóa Thân (Tái Bản),37633,54000,54000,"Hóa Thân""Một sáng tỉnh giấc sau những giấc mơ xáo động, Gregor Samsa, nằm trên giường, nhận thấy mình đã biến thành một con côn trùng khổng lồ. Anh nằm ngửa trên cái lưng rắn như thể được bọc giáp sắ...",2827,16367,30,4.8,184,Franz Kafka,Nhã Nam,2018-03-28 16:22:32,Bìa mềm,,Nhà Xuất Bản Hội Nhà Văn,,,,128,,,,,,,
